0.46875|68|2|uo
0.234375|64|2|i
0.234375|63|0|zh
0.234375|63|1|iii
0.46875|64|0|z
0.46875|64|1|ai
0.46875|63|0|d
0.46875|63|1|eng
0.9375|64|0|zh
0.9375|64|1|e
0.46875|0|2|sp
0.234375|61|0|l
0.234375|61|1|ian
0.234375|63|2|ai
0.46875|64|0|h
0.46875|64|1|ong
0.46875|71|0|h
0.46875|71|1|ong
0.46875|70|0|l
0.46875|70|1|ie
0.46875|66|0|l
0.46875|66|1|ie
0.234375|68|0|d
0.234375|68|1|e
0.46875|66|0|f
0.46875|66|1|a
0.234375|66|0|sh
0.46875|66|1|eng
0.234375|0|2|sp
0.234375|66|2|uo
0.234375|64|0|sh
0.234375|64|1|u
0.46875|63|2|i
0.46875|63|2|er
0.703125|63|0|s
0.703125|63|1|an
0.234375|0|2|sp
0.234375|61|0|m
0.234375|61|1|u
0.46875|66|0|t
0.46875|66|1|ou
0.234375|70|0|r
0.703125|70|1|en
0.234375|68|0|m
0.234375|68|1|ing
0.234375|70|0|m
0.234375|70|1|ing
0.46875|71|2|an
0.46875|70|0|sh
0.46875|70|1|iii
0.46875|66|0|d
0.46875|66|1|e
0.46875|63|0|g
0.46875|63|1|ou
0.234375|68|0|m
0.234375|68|1|ing
0.234375|68|0|x
0.46875|68|1|ian
0.234375|68|0|l
0.703125|68|1|e
0.46875|0|2|sp
0.9375|64|2|uo
0.46875|73|0|h
0.46875|73|1|en
0.234375|71|0|t
0.234375|71|1|ian
0.234375|66|0|zh
1.171875|66|1|en
0.46875|0|2|sp
0.234375|61|0|j
0.234375|61|1|ve
0.234375|63|0|d
0.234375|63|1|e
0.46875|64|2|iong
0.234375|64|0|g
0.234375|64|1|an
0.234375|63|0|d
0.234375|63|1|e
0.46875|64|0|q
0.46875|64|1|ing
0.46875|66|0|h
0.46875|66|1|ua
0.703125|63|0|z
0.703125|63|1|uei
0.234375|0|2|sp
0.703125|61|0|d
0.9375|61|1|ong
1.875|59|0|r
1.875|59|1|en
16.875|0|2|sp
0.234375|63|0|j
0.234375|63|1|iao
0.234375|61|0|b
0.234375|61|1|u
0.234375|63|0|t
0.234375|63|1|ai
0.234375|61|0|k
0.234375|61|1|uai
0.46875|63|0|n
0.46875|63|1|i
0.46875|59|0|z
0.46875|59|1|ou
0.46875|58|0|z
0.46875|58|1|ai
0.234375|59|0|q
0.234375|59|1|ian
0.234375|61|0|t
0.703125|61|1|ou
0.46875|0|2|sp
0.234375|59|2|uo
0.234375|58|0|z
0.234375|58|1|ai
0.234375|59|0|n
0.234375|59|1|i
0.234375|58|0|b
0.234375|58|1|ei
0.46875|59|0|h
0.46875|59|1|ou
0.46875|0|2|sp
0.46875|59|0|k
0.46875|59|1|ai
0.46875|58|0|b
0.46875|58|1|u
0.234375|56|0|l
0.234375|56|1|iao
0.46875|58|0|k
0.46875|58|1|ou
0.234375|0|2|sp
0.234375|63|0|d
0.234375|63|1|uo
0.234375|61|0|x
0.234375|61|1|i
0.234375|63|2|uang
0.234375|61|0|n
0.234375|61|1|i
0.46875|63|0|z
0.46875|63|1|ai
0.46875|68|0|x
0.46875|68|1|ia
0.46875|70|0|g
0.46875|70|1|e
0.46875|68|0|l
0.46875|68|1|u
0.46875|66|0|k
0.46875|66|1|ou
0.46875|0|2|sp
0.234375|64|0|j
0.234375|64|1|iou
0.234375|63|0|h
0.234375|63|1|uei
0.234375|64|0|q
0.234375|64|1|ian
0.234375|63|0|q
0.234375|63|1|i
0.46875|64|2|uo
0.46875|71|0|d
0.46875|71|1|e
0.9375|66|0|sh
0.9375|66|1|ou
0.46875|0|2|sp
0.234375|66|2|uo
0.234375|64|0|sh
0.234375|64|1|u
0.46875|63|2|i
0.46875|63|2|er
0.46875|63|0|s
0.46875|63|1|an
0.46875|0|2|sp
0.234375|61|0|m
0.234375|61|1|u
0.46875|61|0|t
0.46875|61|1|ou
0.234375|61|0|r
0.46875|61|1|en
0.234375|0|2|sp
0.234375|63|0|z
0.234375|63|1|ai
0.234375|61|0|b
0.234375|61|1|u
0.46875|59|0|b
0.46875|59|1|iao
0.46875|61|0|b
0.46875|61|1|ai
0.46875|63|0|t
0.46875|63|1|ian
0.46875|71|0|j
0.46875|71|1|iou
0.234375|70|2|iao
0.46875|68|0|h
0.46875|68|1|ei
0.234375|66|0|l
0.703125|66|1|e
0.46875|0|2|sp
0.46875|68|2|uo
0.234375|64|0|zh
0.234375|64|1|en
0.234375|63|0|d
0.234375|63|1|e
0.46875|64|0|h
0.46875|64|1|en
0.46875|63|0|x
0.46875|63|1|iang
0.9375|64|2|uen
0.46875|0|2|sp
0.234375|61|0|n
0.234375|61|1|i
0.234375|63|0|sh
0.234375|63|1|iii
0.46875|64|0|h
0.46875|64|1|ai
0.46875|71|0|x
0.46875|71|1|iou
0.46875|70|0|h
0.46875|70|1|ai
0.46875|66|0|sh
0.46875|66|1|iii
0.234375|68|0|t
0.234375|68|1|ai
0.46875|66|0|ch
0.46875|66|1|iii
0.234375|66|0|d
0.234375|66|1|uen
0.46875|0|2|sp
0.234375|66|2|uo
0.234375|64|0|sh
0.234375|64|1|u
0.46875|63|2|i
0.46875|63|2|er
0.46875|63|0|s
0.46875|63|1|an
0.46875|0|2|sp
0.234375|61|0|m
0.234375|61|1|u
0.46875|66|0|t
0.46875|66|1|ou
0.234375|70|0|r
0.703125|70|1|en
0.234375|68|0|g
0.234375|68|1|ei
0.234375|70|2|uo
0.46875|71|2|i
0.46875|70|0|m
0.46875|70|1|iao
0.46875|66|0|x
0.46875|66|1|in
0.46875|63|0|d
0.46875|63|1|ong
0.234375|68|0|d
0.234375|68|1|e
0.46875|70|2|ian
0.234375|66|0|sh
0.703125|66|1|en
0.46875|0|2|sp
0.9375|64|2|uo
0.46875|73|0|q
0.46875|73|1|i
0.234375|71|0|d
0.234375|71|1|ai
0.234375|66|0|zh
1.171875|66|1|e
0.46875|0|2|sp
0.234375|61|2|in
0.234375|63|2|uei
0.46875|64|2|iou
0.234375|64|0|n
0.234375|64|1|i
0.234375|63|0|r
0.234375|63|1|ang
0.46875|64|2|ai
0.46875|66|0|q
0.46875|66|1|ing
0.703125|68|0|n
0.703125|68|1|eng
0.234375|0|2|sp
0.9375|70|2|uan
1.875|71|0|zh
1.875|71|1|eng
16.875|0|2|sp
0.46875|63|2|i
0.46875|63|2|er
0.46875|63|0|s
0.46875|63|1|an
0.46875|0|2|sp
0.234375|61|0|m
0.234375|61|1|u
0.46875|61|0|t
0.46875|61|1|ou
0.234375|61|0|r
0.46875|61|1|en
0.234375|0|2|sp
0.234375|63|0|z
0.234375|63|1|ai
0.234375|61|0|b
0.234375|61|1|u
0.46875|59|0|b
0.46875|59|1|iao
0.46875|61|0|b
0.46875|61|1|ai
0.46875|63|0|t
0.46875|63|1|ian
0.46875|71|0|j
0.46875|71|1|iou
0.234375|70|2|iao
0.46875|68|0|h
0.46875|68|1|ei
0.234375|66|0|l
0.703125|66|1|e
0.46875|0|2|sp
0.46875|68|2|uo
0.234375|64|0|zh
0.234375|64|1|en
0.234375|63|0|d
0.234375|63|1|e
0.46875|64|0|h
0.46875|64|1|en
0.46875|63|0|x
0.46875|63|1|iang
0.9375|64|2|uen
0.46875|0|2|sp
0.234375|61|0|n
0.234375|61|1|i
0.234375|63|0|sh
0.234375|63|1|iii
0.46875|64|0|h
0.46875|64|1|ai
0.46875|71|0|x
0.46875|71|1|iou
0.46875|70|0|h
0.46875|70|1|ai
0.46875|66|0|sh
0.46875|66|1|iii
0.234375|68|0|t
0.234375|68|1|ai
0.46875|66|0|ch
0.46875|66|1|iii
0.234375|66|0|d
0.234375|66|1|uen
0.46875|0|2|sp
0.234375|66|2|uo
0.234375|64|0|sh
0.234375|64|1|u
0.46875|63|2|i
0.46875|63|2|er
0.46875|63|0|s
0.46875|63|1|an
0.46875|0|2|sp
0.234375|61|0|m
0.234375|61|1|u
0.46875|66|0|t
0.46875|66|1|ou
0.234375|70|0|r
0.703125|70|1|en
0.234375|68|0|g
0.234375|68|1|ei
0.234375|70|2|uo
0.46875|71|2|i
0.46875|70|0|m
0.46875|70|1|iao
0.46875|66|0|x
0.46875|66|1|in
0.46875|63|0|d
0.46875|63|1|ong
0.234375|68|0|d
0.234375|68|1|e
0.46875|70|2|ian
0.234375|66|0|sh
0.703125|66|1|en
0.46875|0|2|sp
0.9375|64|2|uo
0.46875|73|0|q
0.46875|73|1|i
0.234375|71|0|d
0.234375|71|1|ai
0.234375|66|0|zh
1.171875|66|1|e
0.46875|0|2|sp
0.234375|61|2|in
0.234375|63|2|uei
0.46875|64|2|iou
0.234375|64|0|n
0.234375|64|1|i
0.234375|63|0|r
0.234375|63|1|ang
0.46875|64|2|ai
0.46875|66|0|q
0.46875|66|1|ing
0.703125|68|0|n
0.703125|68|1|eng
0.234375|0|2|sp
0.9375|70|2|uan
1.875|71|0|zh
1.875|71|1|eng
1.40625|0|2|sp
0.234375|61|2|in
0.234375|63|2|uei
0.46875|64|2|iou
0.234375|64|0|n
0.234375|64|1|i
0.234375|63|0|r
0.234375|63|1|ang
0.46875|64|2|ai
0.46875|66|0|q
0.46875|66|1|ing
0.703125|63|0|n
0.703125|63|1|eng
0.234375|0|2|sp
0.9375|61|2|uan
1.40625|59|0|zh
1.40625|59|1|eng
1.875|0|2|sp
0.234375|61|2|in
0.234375|63|2|uei
0.46875|64|2|iou
0.234375|64|0|n
0.234375|64|1|i
0.234375|63|0|r
0.234375|63|1|ang
0.46875|64|2|ai
0.46875|66|0|q
0.46875|66|1|ing
0.9375|68|0|n
0.9375|68|1|eng
0.46875|0|2|sp
0.9375|70|2|uan
1.40625|71|0|zh
1.875|71|1|eng
1.40625|0|2|sp
